datum,year,,woy,date,NW,WC,SW,NC,C,SC,NE,EC,SE,STATE,
Days Suitable,1999,KS,18,19990502,1.8,1,3.1,0.6,0.8,2.7,0,0,0,1.1,
Days Suitable,1999,KS,19,19990509,3.2,3.8,3.4,0.6,2.1,4.5,1.9,2,1,2.5,
Days Suitable,1999,KS,20,19990516,5.5,5.4,6.4,4.5,3.4,5.6,2.8,2.2,2.6,4.1,
Days Suitable,1999,KS,21,19990523,4.4,4.5,5.9,2.3,2.2,4,2.5,1.5,1.9,3,
Days Suitable,1999,KS,22,19990530,5,5,4.2,4.9,4.4,3.6,4.7,4.8,3.4,4.3,
Days Suitable,1999,KS,23,19990606,3.3,5.8,5.6,3.5,3.8,3.4,2.9,2.2,2.6,3.5,
Days Suitable,1999,KS,24,19990613,5,3.4,2.9,5.4,4.9,3.4,5.3,5.4,4.1,4.5,
Days Suitable,1999,KS,25,19990620,3.2,4.4,3.7,2.6,2.4,2.4,2.2,3.4,3.4,3,
Days Suitable,1999,KS,26,19990627,4.3,3.6,4.1,3.3,1.6,1.1,1.6,1.2,0.4,2,
Days Suitable,1999,KS,27,19990704,3.4,4.2,5.3,2.3,3.5,3.8,1.4,1.6,1.8,3,
Days Suitable,1999,KS,28,19990711,5.5,5.4,6.3,5.8,5.4,5.1,6.1,6.4,6,5.9,
Days Suitable,1999,KS,29,19990718,5.7,5.5,6.4,5.9,5.5,5.5,6.8,7,5.6,6,
Days Suitable,1999,KS,30,19990725,6.5,5.5,7,6.5,5.4,6.9,6.7,6.8,6.6,6.4,
Days Suitable,1999,KS,31,19990801,5.8,5.5,6.8,6.5,6.3,6.9,6.9,6.4,6.9,6.5,
Days Suitable,1999,KS,32,19990808,3.3,1,2.7,2.3,1.3,4.6,5,4.3,5.4,3.5,
Days Suitable,1999,KS,33,19990815,5.2,5.8,5.8,5.8,5.7,6.2,6.1,6.1,6.7,6,
Days Suitable,1999,KS,34,19990822,5.8,6.2,6.9,5.9,6.5,6.8,7,6.7,6.9,6.6,
Days Suitable,1999,KS,35,19990829,6.7,6.3,6.9,6.7,6.6,6.9,7,6.1,6.8,6.6,
Days Suitable,1999,KS,36,19990905,6,5.9,6.8,6.6,6.4,6.7,6.8,6.9,7,6.6,
Days Suitable,1999,KS,37,19990912,6.6,6.3,6.5,6.6,6.2,5.5,5.5,5.3,6.2,6.2,
Days Suitable,1999,KS,38,19990919,6.6,4.2,2.3,5.9,2.9,3.6,6.9,5,4.7,4.6,
Days Suitable,1999,KS,39,19990926,6.2,5.4,5.4,6.5,5.4,5.2,6.8,6,5.2,5.8,
Days Suitable,1999,KS,40,19991003,5.4,4.5,5.4,5.7,5.2,4,2.3,1.8,2.2,3.9,
Days Suitable,1999,KS,41,19991010,6.4,5,5.6,6.4,6.1,5.7,6.4,5.3,6,5.9,
Days Suitable,1999,KS,42,19991017,6.6,5.8,6.1,6.8,6.8,6.9,7,6.7,6.8,6.7,
Days Suitable,1999,KS,43,19991024,7,6.7,6.7,6.8,6.8,7,6.8,6.8,7,6.8,
Days Suitable,1999,KS,44,19991031,6.8,7,7,6.8,6.9,7,7,6.6,6.7,6.9,
Days Suitable,1999,KS,45,19991107,6.8,6.9,6.9,6.9,6.7,6.5,6.7,6.2,5.3,6.5,
Days Suitable,1999,KS,46,19991114,7,6.9,6.8,6.9,6.8,7,7,6.9,7,6.9,
Days Suitable,1999,KS,47,19991121,7,7,7,6.9,6.7,7,7,6.9,6.8,6.9,
Days Suitable,1999,KS,48,19991128,6.3,6,6.6,3.9,3.7,5.8,3,3.4,3,4.3,
Days Suitable,2000,KS,10,20000305,2,2.7,4,1.3,1,3.1,2,2.4,2.2,2.4,
Days Suitable,2000,KS,11,20000312,1,2.3,3.6,2.9,1.8,1.3,3.3,3.3,2,2.5,
Days Suitable,2000,KS,12,20000319,3.3,3,2.2,4.1,1.6,1,3.3,1.3,0.1,2.2,
Days Suitable,2000,KS,13,20000326,2.6,0.8,0.8,1.9,0.8,0.6,3,1.9,0,1.3,
Days Suitable,2000,KS,14,20000402,2.9,0.6,1.4,3.6,1.5,0.6,4.7,3.7,0.8,2.1,
Days Suitable,2000,KS,15,20000409,3.8,3.6,4.8,5.3,3.3,3,6.2,5.7,3.5,4.5,
Days Suitable,2000,KS,16,20000416,5,5.7,6.8,6.4,5.4,5.7,6.9,6.9,6.1,6.2,
Days Suitable,2000,KS,17,20000423,5.5,5.9,6.6,5.4,4,5.9,4.6,6.2,6.3,5.7,
Days Suitable,2000,KS,18,20000430,6,5,6,5.5,4.5,6.5,5.6,5.4,6.7,5.8,
Days Suitable,2000,KS,19,20000507,5.2,3,3.2,3.5,2.5,4.9,4.9,5.4,5,4.1,
Days Suitable,2000,KS,20,20000514,6.1,5.3,6.3,6,5.5,6.2,5.8,5.4,3.4,5.5,
Days Suitable,2000,KS,21,20000521,6.9,5.8,6.4,6.4,6,6.6,6.7,6.4,5.4,6.3,
Days Suitable,2000,KS,22,20000528,7,6,6,6,5.1,5,5.8,5.8,5.3,5.7,
Days Suitable,2000,KS,23,20000604,6.7,6,6.7,6,4.8,5.3,5.9,4.6,5.9,5.7,
Days Suitable,2000,KS,24,20000611,7,7,6.8,6.8,6.7,6.8,7,6.2,6.6,6.7,
Days Suitable,2000,KS,25,20000618,6.6,6.6,5.9,6.3,5.9,5.2,4.4,3.3,2.9,5,
Days Suitable,2000,KS,26,20000625,5.7,5.8,6.4,5.3,6.1,4.7,3.8,2.4,1.3,4.5,
Days Suitable,2000,KS,27,20000702,5.2,5.5,5.4,4.2,3.2,2.6,3.4,3,1.2,3.6,
Days Suitable,2000,KS,28,20000709,6.4,6.2,6.8,5.8,5.7,6.6,3.6,6.6,6.4,6,
Days Suitable,2000,KS,29,20000716,6.7,6.3,6.9,6.7,6.2,7,6.8,6.8,6.8,6.7,
Days Suitable,2000,KS,30,20000723,3.9,2.5,3.6,5.6,2.2,2,4.2,5.2,3.8,3.8,
Days Suitable,2000,KS,31,20000730,6.5,4.6,5.4,5.9,3.4,1.9,3.9,5.9,4.1,4.6,
Days Suitable,2000,KS,32,20000806,6.6,6.6,6.6,6.8,6.4,6.3,6.6,6.8,6.5,6.6,
Days Suitable,2000,KS,33,20000813,7,5.9,5.8,6.7,6.9,7,6.7,6.6,6.9,6.6,
Days Suitable,2000,KS,34,20000820,6.8,6.3,7,6.8,6.7,7,6.9,6.7,6.9,6.8,
Days Suitable,2000,KS,35,20000827,6.6,6.2,7,6.8,6.9,7,6.4,6.8,6.9,6.8,
Days Suitable,2000,KS,36,20000903,6.8,6.8,7,6.8,7,7,7,6.8,6.9,6.9,
Days Suitable,2000,KS,37,20000910,7,7,7,6.7,7,7,7,6.8,6.9,6.9,
Days Suitable,2000,KS,38,20000917,7,7,7,6.8,7,7,7,6.6,6.8,6.9,
Days Suitable,2000,KS,39,20000924,5.7,6.5,6.8,6.2,6.7,7,6,6.3,6.9,6.5,
Days Suitable,2000,KS,40,20001001,6.2,6.1,6.9,6.3,6,6.4,4.4,6,5.6,6,
Days Suitable,2000,KS,41,20001008,6.3,5.8,6.8,6,5.4,5.4,4.6,4.5,5.8,5.6,
Days Suitable,2000,KS,42,20001015,6.9,6.4,6.7,6.5,6.2,6.6,5.8,6,6.3,6.3,
Days Suitable,2000,KS,43,20001022,6.9,6.9,6.9,6.8,5.8,5.6,5.4,4.4,3.9,5.7,
Days Suitable,2000,KS,44,20001029,4.2,2.3,2.3,3,2,0.8,1.9,2.9,2,2.3,
Days Suitable,2000,KS,45,20001105,2.4,1.8,2.9,2.2,1.6,1.1,1.6,2,2.3,2,
Days Suitable,2000,KS,46,20001112,2.7,3,6,2.1,2.8,2.5,1.4,1.8,0.9,2.7,
Days Suitable,2000,KS,47,20001119,0.9,1.8,5.7,1.9,3.6,4.3,4.4,3,3.9,3.5,
Days Suitable,2000,KS,48,20001126,0.5,3.3,6.5,3.7,5.2,6.7,5.6,4.6,5.4,4.8,
Days Suitable,2001,KS,10,20010304,0,0,0.2,0,0,0.5,0.4,0,0,0,
Days Suitable,2001,KS,11,20010311,0,0.2,3.3,0,0,0.5,0,0.3,0.5,0.9,
Days Suitable,2001,KS,12,20010318,0,0.3,1.3,0,0.2,0.9,1,0.7,1.3,0.7,
Days Suitable,2001,KS,13,20010325,0.5,2,3.6,1.3,1.3,2.6,0.7,1.8,2.1,1.8,
Days Suitable,2001,KS,14,20010401,2.8,1.8,1.7,3,3.2,2.9,2.5,3.3,3.1,2.8,
Days Suitable,2001,KS,15,20010408,2,2.2,3.6,3.4,4,5.2,2.1,3.5,3.6,3.4,
Days Suitable,2001,KS,16,20010415,3,3,4.8,3,3.4,5.4,2,4.1,4.5,3.7,
Days Suitable,2001,KS,17,20010422,4.3,5.2,6,5.8,5.3,6.1,3.5,5.1,5.5,5.3,
Days Suitable,2001,KS,18,20010429,6,6,6.7,5.8,4.5,6.7,6.1,6,5.9,5.9,
Days Suitable,2001,KS,19,20010506,4.3,4,4.9,4.2,4.6,5.1,4.2,5.8,6,5,
Days Suitable,2001,KS,20,20010513,4.7,3.7,6.1,3.8,4.4,4.8,3.5,4,5.3,4.5,
Days Suitable,2001,KS,21,20010520,6.3,5.4,5,6,6.1,6.4,6.3,5.8,5.7,5.9,
Days Suitable,2001,KS,22,20010527,6.4,5.2,6,5.2,5.9,5,5.3,4.4,4.9,5.3,
Days Suitable,2001,KS,23,20010603,2.8,3.4,2.7,3.3,2.3,1.6,2.4,3,3.4,2.7,
Days Suitable,2001,KS,24,20010610,4.6,2.4,4.8,1.2,0,1,1,1.4,2.3,2.2,
Days Suitable,2001,KS,25,20010617,6.4,6,6.5,4.5,4.3,6.1,4.9,3.4,4.5,5.2,
Days Suitable,2001,KS,26,20010624,6.7,6.7,6.9,6,5.3,5.1,2.1,2.4,3.7,4.7,
Days Suitable,2001,KS,27,20010701,7,6.8,6.6,6.7,6.7,6.9,6.6,6.4,6.3,6.6,
Days Suitable,2001,KS,28,20010708,6.3,7,6.8,6,6.3,7,6.6,6.1,6.6,6.5,
Days Suitable,2001,KS,29,20010715,6.3,5.5,6.4,6.6,6.9,7,4.6,6.4,6.9,6.3,
Days Suitable,2001,KS,30,20010722,6.2,5.9,6.3,6,6.9,6.6,4.8,6.6,6.5,6.2,
Days Suitable,2001,KS,31,20010729,2.2,3.3,6.3,3.8,5,6,3.6,4.6,5.1,4.5,
Days Suitable,2001,KS,32,20010805,6.8,5.3,6.9,6.3,6.3,6.6,5.5,6.2,6.3,6.3,
Days Suitable,2001,KS,33,20010812,6.3,6.5,6.6,6.4,6.6,7,6.7,6.8,6.9,6.7,
Days Suitable,2001,KS,34,20010819,6.7,4.8,5.4,6.5,6,6.4,6.8,6.3,6.9,6.2,
Days Suitable,2001,KS,35,20010826,5.8,6,6.7,5.3,5.3,6.8,4.9,4.7,6.4,5.8,
Days Suitable,2001,KS,36,20010902,6.9,6.8,6.8,5.8,5.4,6.9,5.1,4.8,6.3,6,
Days Suitable,2001,KS,37,20010909,6,5.8,7,6.1,5.6,6,5.2,5.2,5.6,5.8,
Days Suitable,2001,KS,38,20010916,5.8,5.9,6.7,5.1,5.2,6.4,6,5.9,6.6,6,
Days Suitable,2001,KS,39,20010923,3.5,3.6,6,2.1,1.8,3.7,1.6,2.8,4.2,3.3,
Days Suitable,2001,KS,40,20010930,7,5.8,6.8,5.3,5.3,6.6,5.2,6.3,6.4,6.1,
Days Suitable,2001,KS,41,20011007,6.3,6.8,6.8,6.5,5.5,6.3,5.8,5.4,5.6,6.1,
Days Suitable,2001,KS,42,20011014,6.3,6.3,6.5,5.7,6,7,5,5.7,4.4,5.7,
Days Suitable,2001,KS,43,20011021,6.4,6.8,6.9,4.6,5.6,6.7,4.4,4.4,4.9,5.6,
Days Suitable,2001,KS,44,20011028,7,7,6.8,6.4,6.5,7,5.8,6.4,6.6,6.6,
Days Suitable,2001,KS,45,20011104,7,7,6.8,6.7,7,7,6.9,6.9,5.9,6.8,
Days Suitable,2001,KS,46,20011111,6.8,6.8,6.5,6.7,6.9,6.9,7,6.8,6.4,6.7,
Days Suitable,2001,KS,47,20011118,6.8,6.9,6.7,6.9,6.8,6.9,7,6.5,6.4,6.8,
Days Suitable,2001,KS,48,20011125,5.4,6.2,6.4,5.9,6.1,7,5.5,6.6,6.6,6.2,
Days Suitable,2001,KS,49,20011202,4.3,5.3,6.4,5.5,6.6,6,5.6,6.4,6.6,5.9,
Days Suitable,2002,KS,10,20020304,,,,,,,,,,,
Days Suitable,2002,KS,11,20020310,2.4,4,6.4,3.9,4.4,5.4,3.3,3.4,2.9,4.1,
Days Suitable,2002,KS,12,20020317,4.9,5.4,6.6,4,6.4,6.7,5.8,5.8,5.9,5.7,
Days Suitable,2002,KS,13,20020324,5.5,5.5,6.8,4.9,5.5,6.8,5.3,5.8,5.4,5.7,
Days Suitable,2002,KS,14,20020401,4.1,4.8,7,4.5,6.6,6.9,5.4,6.3,6.8,5.9,
Days Suitable,2002,KS,15,20020408,6.3,5.8,7,5.9,6.8,6.9,6.8,6.6,6.9,6.6,
Days Suitable,2002,KS,16,20020415,6.1,6.3,5.2,4.9,5.1,5.4,3.1,4.3,3.7,4.7,
Days Suitable,2002,KS,17,20020422,6.8,6.4,6.4,5.1,5,5.4,5.4,4.6,5.6,5.6,
Days Suitable,2002,KS,18,20020429,6.6,6.8,6.4,4.4,4.3,5,1.7,3,4.3,4.8,
Days Suitable,2002,KS,19,20020506,6.4,6.6,6.4,5.8,5.3,6.5,3.6,4.1,3.9,5.3,
Days Suitable,2002,KS,20,20020513,6.9,6.8,6.8,5.9,4.7,5,2.6,2.3,2,4.7,
Days Suitable,2002,KS,21,20020520,6.7,6.2,6.4,5.4,3.4,5.1,2.4,0.9,0.6,3.7,
Days Suitable,2002,KS,22,20020527,6,6.5,5.8,4.3,4.6,5.2,4.1,3,1.2,4.2,
Days Suitable,2002,KS,23,20020603,6.8,7,7,4.8,4.9,6.3,4.1,3,3.2,5.1,
Days Suitable,2002,KS,24,20020610,6.6,6.4,6.4,6.7,5.9,5.2,6,4.3,4,5.6,
Days Suitable,2002,KS,25,20020617,6.1,5.8,5.4,5.4,4.1,4.1,5.2,2.3,3.1,4.5,
Days Suitable,2002,KS,26,20020624,6.9,6.2,6,6.6,5,6.2,6.6,6.4,5.5,6.1,
Days Suitable,2002,KS,27,20020701,6.2,6.6,7,6.8,6.8,7,6.3,6,6.7,6.6,
Days Suitable,2002,KS,28,20020708,6.8,6.8,6.4,6.7,6.8,6.7,6.3,6.5,6.6,6.6,
Days Suitable,2002,KS,29,20020715,7,6.8,6.3,6.9,6.9,6,6.8,5.8,4.6,6.2,
Days Suitable,2002,KS,30,20020722,7,7,7,6.8,7,7,6.9,6.7,6.4,6.8,
Days Suitable,2002,KS,31,20020729,7,6.6,6.8,6.6,6.7,6.7,6.7,6.8,6,6.6,
Days Suitable,2002,KS,32,20020805,7,7,6.5,6.5,6.6,6,6,6.1,6,6.4,
Days Suitable,2002,KS,33,20020812,6.8,7,6.5,6.1,5.9,6.9,7,6.8,6.9,6.6,
Days Suitable,2002,KS,34,20020819,6.5,6.6,5.6,5.3,2.6,4.2,4.4,5.5,5.8,5.2,
Days Suitable,2002,KS,35,20020826,6.6,6,6.3,5.6,5.7,5.7,4.5,5.9,6,5.8,
Days Suitable,2002,KS,36,20020902,5.7,4.8,4.9,6.3,6,5.7,6.1,6.7,6.8,5.9,
Days Suitable,2002,KS,37,20020909,6.6,7,6.9,6.8,6.7,7,6.9,6.7,6.9,6.8,
Days Suitable,2002,KS,38,20020916,6.1,5,5.1,5.1,5.2,5.7,6.4,5.9,6.7,5.7,
Days Suitable,2002,KS,39,20020923,6.6,6,6.4,5.9,5.4,5.3,4.9,4.6,4.5,5.4,
Days Suitable,2002,KS,40,20020930,7,7,7,6.5,6.9,6.8,6.4,6.8,6.5,6.8,
Days Suitable,2002,KS,41,20021007,5.5,4.4,3.4,3.5,3.2,3.3,3.3,3.1,4.9,3.9,
Days Suitable,2002,KS,42,20021014,6.1,5.7,5.3,5.6,4.1,4.1,5.1,5.4,6,5.3,
Days Suitable,2002,KS,43,20021021,6.6,6.6,6.9,6.4,6.4,6.5,3.3,4.8,6.3,5.8,
Days Suitable,2002,KS,44,20021028,3.1,2,3.3,2.8,2.3,2.8,1.3,1.6,3.3,2.5,
Days Suitable,2002,KS,45,20021104,1.6,1.7,0.5,2.1,0.8,0.9,0.8,0.6,1,1.1,
Days Suitable,2002,KS,46,20021111,5.3,4.8,5,4.9,3.1,3.4,3.3,3.9,3,4,
Days Suitable,2002,KS,47,20021118,5.6,6.1,6.6,5.6,4.4,5.3,4.6,4.5,4.9,5.2,
Days Suitable,2002,KS,48,20021125,6.4,6.5,6.9,6.7,6.4,6.8,5.9,6,6.4,6.4,
Days Suitable,2002,KS,49,20021202,6.5,6.8,7,6.7,6.4,7,6.1,6.4,6.9,6.6,
Days Suitable,2003,KS,10,20030309,3,2.3,2.3,4.3,1.3,2.3,1.2,1.6,1.4,2.1,
Days Suitable,2003,KS,11,20030316,6.3,5.9,5.6,6.1,5.4,4.8,2,2.8,2.1,4.4,
Days Suitable,2003,KS,12,20030323,3.1,2.4,2.9,2.3,1.5,1.2,2.9,2.2,1.1,2.2,
Days Suitable,2003,KS,13,20030330,5,4.8,6,4.9,4,2.9,4.9,4.1,2.1,4.2,
Days Suitable,2003,KS,14,20030406,6.3,6.3,7,5.9,5.7,6.2,4.9,5.8,5,5.9,
Days Suitable,2003,KS,15,20030413,5.3,4.5,6.8,5.9,6.6,6.7,5,6.7,5.8,5.9,
Days Suitable,2003,KS,16,20030420,4.6,5.6,6,3.8,4.1,4.3,4.8,4.8,4.9,4.7,
Days Suitable,2003,KS,17,20030427,2.7,2.9,5,2.7,1.4,1.7,0.8,1.1,2,2.1,
Days Suitable,2003,KS,18,20030504,5.4,4.5,6.4,4,3.8,4.4,2.4,2.1,2.6,3.8,
Days Suitable,2003,KS,19,20030511,4.6,5.2,6.5,3.6,4.6,6.3,2.3,2.6,3.5,4.3,
Days Suitable,2003,KS,20,20030518,4,4.3,4.7,4.6,2.9,4.2,5,2.5,1.6,3.6,
Days Suitable,2003,KS,21,20030525,5.8,5.5,4.9,4.1,3,4.1,4.7,3.8,2.8,4.1,
Days Suitable,2003,KS,22,20030601,6.7,6.9,6.3,5.2,5.4,5.9,6.4,6,4.3,5.9,
Days Suitable,2003,KS,23,20030608,5.7,3,1.2,3.1,2,2.8,2.8,1.6,2.3,2.7,
Days Suitable,2003,KS,24,20030615,4.4,4.3,4.6,4.3,4.4,5.8,4.7,5.1,3.7,4.6,
Days Suitable,2003,KS,25,20030622,5.1,3.4,3.8,5.8,5.8,5.8,5.9,6.3,6.4,5.4,
Days Suitable,2003,KS,26,20030629,5.6,6.3,6.6,5,6,6.2,4.6,4.9,4.9,5.6,
Days Suitable,2003,KS,27,20030706,5.7,6.3,6.7,6.7,6.4,7,6.5,6.8,6.9,6.6,
Days Suitable,2003,KS,28,20030713,7,6.8,6.8,6.9,6.9,6.8,6.7,6.3,5.9,6.6,
Days Suitable,2003,KS,29,20030720,7,6.9,7,6.8,6.9,7,6.8,6.9,7,6.9,
Days Suitable,2003,KS,30,20030727,7,7,7,6.9,6.8,7,7,6.8,6.4,6.9,
Days Suitable,2003,KS,31,20030803,6.8,6.8,6.4,6.8,6.1,6.8,6.7,7,7,6.7,
Days Suitable,2003,KS,32,20030810,6.9,6.8,6.7,6.9,6.9,7,6.8,6.7,6.9,6.8,
Days Suitable,2003,KS,33,20030817,7,6.8,6.5,6.9,7,7,6.9,6.8,7,6.9,
Days Suitable,2003,KS,34,20030824,7,6.2,6.7,6.1,5.8,6.9,6.7,6.9,7,6.6,
Days Suitable,2003,KS,35,20030831,6.7,5.6,6.1,5.7,4.5,5.1,5.7,4.3,5.3,5.4,
Days Suitable,2003,KS,36,20030907,6.8,4.7,4.4,5.6,4.6,4,4,3,2.3,4.2,
Days Suitable,2003,KS,37,20030914,5.8,5.8,2.5,3.8,3.3,3.9,4.3,3,4.7,4.1,
Days Suitable,2003,KS,38,20030921,6.7,6.8,5.9,4.5,3.9,5,4.2,4.8,4.3,5.1,
Days Suitable,2003,KS,39,20030928,6.9,7,7,6.1,5.6,5,6.3,5.4,5.7,6.1,
Days Suitable,2003,KS,40,20031005,6.6,6.4,6,6.1,4.8,2.7,5.2,4.8,4.1,5.1,
Days Suitable,2003,KS,41,20031012,7,7,6.1,6.1,4.4,2.8,5.4,4.6,3.8,5.2,
Days Suitable,2003,KS,42,20031019,7,6.9,7,6.6,5.2,6.1,5,5.2,4.2,5.8,
Days Suitable,2003,KS,43,20031026,7,7,6.9,6.6,6.6,6.8,6.3,6.4,6.3,6.6,
Days Suitable,2003,KS,44,20031102,6.7,6.9,6.9,6.4,6.3,7,6.1,6.5,6.5,6.6,
Days Suitable,2003,KS,45,20031109,5.5,6.1,6.8,3.4,5,6.8,3,6.1,6.5,5.6,
Days Suitable,2003,KS,46,20031116,6.2,6.2,5.8,6,6.6,6.9,5.6,6,6.6,6.2,
Days Suitable,2003,KS,47,20031123,6.5,6.3,0.5,6,6.8,6.8,5.7,5.6,4.8,6,
Days Suitable,2003,KS,48,20031130,6.8,7,7,6.2,6.2,7,6.2,6.2,6,6.5,
Days Suitable,2003,KS,49,20031207,,,,,,,,,,,
Days Suitable,2003,KS,50,20031214,,,,,,,,,,,
Days Suitable,2003,KS,51,20031221,,,,,,,,,,,
Days Suitable,2003,KS,52,20031228,,,,,,,,,,,
Days Suitable,2004,KS,1,20040104,,,,,,,,,,,
Days Suitable,2004,KS,2,20040111,,,,,,,,,,,
Days Suitable,2004,KS,3,20040118,,,,,,,,,,,
Days Suitable,2004,KS,4,20040125,,,,,,,,,,,
Days Suitable,2004,KS,5,20040201,,,,,,,,,,,
Days Suitable,2004,KS,6,20040208,,,,,,,,,,,
Days Suitable,2004,KS,7,20040215,,,,,,,,,,,
Days Suitable,2004,KS,8,20040222,,,,,,,,,,,
Days Suitable,2004,KS,9,20040229,,,,,,,,,,,
Days Suitable,2004,KS,10,20040307,1.1,1.6,1,0.7,0.6,1.1,0.6,0.7,1,0.9,
Days Suitable,2004,KS,11,20040314,4.1,4.4,4.3,2.8,4,3,1.6,0.9,1.2,2.8,
Days Suitable,2004,KS,12,20040321,5.8,5.5,6.7,5.7,5.8,5.3,4.2,3,3.8,4.9,
Days Suitable,2004,KS,13,20040328,6.1,6.4,7,5.7,5.7,5.8,4.9,4.3,5.8,5.6,
Days Suitable,2004,KS,14,20040404,6.5,6.7,6.8,5.3,5.3,5.8,4.5,2.8,4,5,
Days Suitable,2004,KS,15,20040411,4.6,4.4,5.9,5.9,4.6,3.9,5.7,4.4,5.6,5,
Days Suitable,2004,KS,16,20040418,4.8,4.1,5.5,5.8,6.2,5.6,6.6,6.1,5.6,5.6,
Days Suitable,2004,KS,17,20040425,3.1,3.8,3.4,5.3,3.9,3.7,4.8,3.4,1.8,3.6,
Days Suitable,2004,KS,18,20040502,3.4,3.1,4.3,5.3,3.6,3.8,4.7,3.2,1.2,3.6,
Days Suitable,2004,KS,19,20040509,6.1,6.9,7,6.1,5.8,6.4,5.8,5.9,5.3,6.1,
Days Suitable,2004,KS,20,20040516,6,6.6,6.7,2.7,3.4,4.7,3.2,3.5,2.9,4.4,
Days Suitable,2004,KS,21,20040523,6.5,6.4,6.8,5,4.7,6,1.8,4.2,4.1,4.9,
Days Suitable,2004,KS,22,20040530,6.6,6.8,7,5.8,6.3,6.8,2.7,4.1,4.7,5.5,
Days Suitable,2004,KS,23,20040606,5.7,6.2,6.6,7,6.1,5.1,5.7,5.9,6.5,6,
Days Suitable,2004,KS,24,20040613,6.6,7,6.9,6,6.3,5.3,4.4,2.7,3.5,5.4,
Days Suitable,2004,KS,25,20040620,2.8,1.8,3.3,3.1,2.4,3.1,1.5,1,1.8,2.3,
Days Suitable,2004,KS,26,20040627,4.9,4.6,2.9,4.9,3.7,4,5.5,4.6,3.8,4.3,
Days Suitable,2004,KS,27,20040704,2.1,3.5,2.3,3.2,3.6,3,4.6,1.9,1.9,2.9,
Days Suitable,2004,KS,28,20040711,4.9,6.1,4.5,1.7,2.8,4.4,4,1.9,1.5,3.3,
Days Suitable,2004,KS,29,20040718,4.9,5.2,7,5.6,5.6,6.3,5.1,5.2,6.1,5.6,
Days Suitable,2004,KS,30,20040725,3.8,4,4.8,4.6,3.8,4.6,4.4,4.6,5.8,4.4,
Days Suitable,2004,KS,31,20040801,5.1,5.6,5.5,4.5,3.6,4,4.9,5,3.7,4.6,
Days Suitable,2004,KS,32,20040808,6,5.6,5.4,6.6,6.5,6.4,6.5,6.1,6.3,6.2,
Days Suitable,2004,KS,33,20040815,5.2,4.2,3.1,5.9,5.2,5.4,6.6,5.9,6.4,5.5,
Days Suitable,2004,KS,34,20040822,5.9,5.2,5.1,6.2,5.2,3.7,6.4,5.9,5.4,5.4,
Days Suitable,2004,KS,35,20040829,6.4,6.1,6.8,6.5,6.5,6.1,2,3.8,6.4,5.6,
Days Suitable,2004,KS,36,20040905,6.6,6.6,6.6,6.8,6.1,6.1,4.2,6.5,6.3,6.1,
Days Suitable,2004,KS,37,20040912,6.4,7,7,6.9,6.7,7,5.6,5.8,6.3,6.5,
Days Suitable,2004,KS,38,20040919,5.2,6,7,6.2,6.4,7,5.2,6.1,6.4,6.2,
Days Suitable,2004,KS,39,20040926,3,2.6,3.1,4.3,4.2,4.9,5.9,6.6,6.8,4.8,
Days Suitable,2004,KS,40,20041003,3.6,3.6,3.9,6,5.9,6.8,6.2,6.4,6.8,5.6,
Days Suitable,2004,KS,41,20041010,4,3.8,4.3,4.2,3.6,3.6,5.4,3.9,4.7,4.2,
Days Suitable,2004,KS,42,20041017,3.8,2.9,2.7,4.3,3.3,3.2,5.4,4.3,3,3.7,
Days Suitable,2004,KS,43,20041024,4.9,4.3,5.4,4.7,5.4,4.6,4.5,3.9,4.7,4.7,
Days Suitable,2004,KS,44,20041031,5.5,5.8,6.9,4.8,4.7,3.4,1.9,1.9,1.8,4,
Days Suitable,2004,KS,45,20041107,6.4,6,5.4,6.1,6.1,5.3,2.2,2.2,4,4.5,
Days Suitable,2004,KS,46,20041114,5,4.7,3.8,5.9,4.6,3.3,4.5,3.3,2.2,4.1,
Days Suitable,2004,KS,47,20041121,3.9,2.1,0.7,3.9,2.1,0.8,2.9,1.3,1.2,2,
Days Suitable,2004,KS,48,20041128,3.3,2.4,1.6,3.8,1.8,0.5,3.2,1.3,1,2.1,
Days Suitable,2004,KS,49,20041205,,,,,,,,,,,
Days Suitable,2004,KS,50,20041212,,,,,,,,,,,
Days Suitable,2004,KS,51,20041219,,,,,,,,,,,
Days Suitable,2004,KS,52,20041226,,,,,,,,,,,
Days Suitable,2005,KS,1,20050102,,,,,,,,,,,
Days Suitable,2005,KS,2,20050109,,,,,,,,,,,
Days Suitable,2005,KS,3,20050116,,,,,,,,,,,
Days Suitable,2005,KS,4,20050123,,,,,,,,,,,
Days Suitable,2005,KS,5,20050130,,,,,,,,,,,
Days Suitable,2005,KS,6,20050206,,,,,,,,,,,
Days Suitable,2005,KS,7,20050213,,,,,,,,,,,
Days Suitable,2005,KS,8,20050220,,,,,,,,,,,
Days Suitable,2005,KS,9,20050227,,,,,,,,,,,
Days Suitable,2005,KS,10,20050306,,,,,,,,,,,
Days Suitable,2005,KS,11,20050313,4.6,4.8,6.8,5.8,6.2,6.3,6.4,4.2,4,5.5,
Days Suitable,2005,KS,12,20050320,6.4,7,6.8,6.5,6.7,6.6,6.4,6.6,6.1,6.5,
Days Suitable,2005,KS,13,20050327,1.6,0.6,3.3,1.9,1.1,2.6,2.2,1.3,2.1,2,
